PKI	PK	PMID	ACT_VALUE (uM)	ACT_TYPE	MoA
bosutinib	NUAK2	n/a	0.218776162394955	Kd	
bosutinib	PAK1	n/a	2.29086765276777	Kd	
bosutinib	PAK2	n/a	1.90546071796325	Kd	
bosutinib	PAK3	n/a	5.75439937337157	Kd	
bosutinib	PGFRA	n/a	5.12861383991365	Kd	
bosutinib	PGFRB	n/a	0.199526231496888	Kd	
bosutinib	PHKG1	n/a	0.338844156139203	Kd	
bosutinib	PHKG2	n/a	1.28824955169314	Kd	
bosutinib	PI51A	n/a	3.31131121482591	Kd	
bosutinib	PKN1	n/a	2.88403150312661	Kd	
bosutinib	PKN2	n/a	3.23593656929628	Kd	
bosutinib	PLK1	n/a	1.81970085860998	Kd	
bosutinib	PLK2	n/a	0.954992586021437	Kd	
bosutinib	PMYT1	n/a	0.346736850452532	Kd	
bosutinib	RET	n/a	3.80189396320561	Kd	
bosutinib	RIOK1	n/a	2.18776162394955	Kd	
bosutinib	RIOK3	n/a	1.58489319246111	Kd	
bosutinib	RIPK2	n/a	3.71535229097173	Kd	
bosutinib	ROCK1	n/a	0.870963589956081	Kd	
bosutinib	ROCK2	n/a	0.363078054770101	Kd	
bosutinib	RON	n/a	6.30957344480193	Kd	
bosutinib	SIK1	n/a	0.03019951720402	Kd	
bosutinib	SIK2	n/a	0.028840315031266	Kd	
bosutinib	SIK3	n/a	0.064565422903466	Kd	
bosutinib	SLK	n/a	0.004677351412872	Kd	
bosutinib	SRMS	n/a	0.1	Kd	
bosutinib	SRPK3	n/a	3.89045144994281	Kd	
bosutinib	ST32A	n/a	1.81970085860998	Kd	
bosutinib	STK10	n/a	0.007079457843841	Kd	
bosutinib	STK24	n/a	0.380189396320561	Kd	
bosutinib	STK25	n/a	0.891250938133746	Kd	
bosutinib	STK26	n/a	0.037153522909717	Kd	
bosutinib	STK3	n/a	0.371535229097173	Kd	
bosutinib	STK33	n/a	0.037153522909717	Kd	
bosutinib	STK35	n/a	0.001995262314969	Kd	
bosutinib	STK36	n/a	0.575439937337157	Kd	
bosutinib	STK39	n/a	3.71535229097173	Kd	
bosutinib	STK4	n/a	0.190546071796325	Kd	
bosutinib	TAOK1	n/a	1.28824955169314	Kd	
bosutinib	TAOK2	n/a	1.90546071796325	Kd	
bosutinib	TAOK3	n/a	0.338844156139203	Kd	
bosutinib	TBK1	n/a	0.251188643150958	Kd	
bosutinib	TEC	n/a	3.23593656929628	Kd	
bosutinib	TIE1	n/a	2.88403150312661	Kd	
bosutinib	TIE2	n/a	3.89045144994281	Kd	
bosutinib	TLK1	n/a	0.575439937337157	Kd	
bosutinib	TLK2	n/a	2.08929613085404	Kd	
bosutinib	TNI3K	n/a	0.169824365246175	Kd	
bosutinib	TNIK	n/a	0.030902954325136	Kd	
bosutinib	TSSK1	n/a	4.57088189614875	Kd	
bosutinib	TXK	n/a	0.072443596007499	Kd	
bosutinib	TYK2	n/a	4.46683592150963	Kd	
bosutinib	TYRO3	n/a	0.061659500186148	Kd	
bosutinib	UFO	n/a	0.052480746024977	Kd	
bosutinib	ULK1	n/a	1.20226443461741	Kd	
bosutinib	ULK2	n/a	0.446683592150963	Kd	
bosutinib	ULK3	n/a	0.457088189614875	Kd	
bosutinib	VRK2	n/a	0.707945784384137	Kd	
bosutinib	WEE1	n/a	0.512861383991365	Kd	
bosutinib	WEE2	n/a	0.093325430079699	Kd	
bosutinib	YES	n/a	0.003981071705535	Kd	
bosutinib	ZAP70	n/a	1.58489319246111	Kd	
brigatinib	EGFR	n/a	0.0669999687626	IC50	
brigatinib	FLT3	n/a	0.002099998066915	IC50	
brigatinib	IGF1R	n/a	0.072999978940556	IC50	
brigatinib	INSR	n/a	0.160000065022528	IC50	
cabozantinib	FLT3	n/a	0.011300005410561	IC50	
cabozantinib	KIT	n/a	0.004600000443309	IC50	
cabozantinib	RON	n/a	0.123999935482583	IC50	
cabozantinib	TIE2	n/a	0.014299995577997	IC50	
cabozantinib	VGFR2	n/a	3.50000235434315E-05	IC50	
ceritinib	ABL1	n/a	1.25892541179417	IC50	
ceritinib	BTK	n/a	3.38844156139203	IC50	
ceritinib	CDK2	n/a	3.98107170553497	IC50	
ceritinib	CDK4	n/a	4.67735141287198	IC50	
ceritinib	EGFR	n/a	0.891250938133746	IC50	
ceritinib	FGFR2	n/a	0.257039578276886	IC50	
ceritinib	FGFR3	n/a	0.426579518801593	IC50	
ceritinib	FGFR4	n/a	0.954992586021437	IC50	
ceritinib	FGR	n/a	1.94984459975805	IC50	
ceritinib	FLT3	n/a	0.060255958607436	IC50	
ceritinib	IGF1R	n/a	0.007999991458768	IC50	
ceritinib	INSR	n/a	0.007000007341299	IC50	
ceritinib	JAK1	n/a	3.71535229097173	IC50	
ceritinib	JAK2	n/a	0.616595001861482	IC50	
ceritinib	JAK3	n/a	7.94328234724282	IC50	
ceritinib	KIT	n/a	1.28824955169314	IC50	
ceritinib	KSYK	n/a	3.01995172040202	IC50	
ceritinib	LCK	n/a	0.562341325190349	IC50	
ceritinib	LYN	n/a	0.831763771102671	IC50	
ceritinib	MET	n/a	1.34896288259165	IC50	
ceritinib	MKNK2	n/a	2.23872113856834	IC50	
ceritinib	NTRK1	n/a	2.75422870333817	IC50	
ceritinib	NTRK2	n/a	1.81970085860998	IC50	
ceritinib	PGFRA	n/a	1.14815362149688	IC50	
ceritinib	RET	n/a	0.398107170553497	IC50	
ceritinib	ROCK2	n/a	1.25892541179417	IC50	
ceritinib	ROS1	n/a	0.141253754462276	IC50	
ceritinib	SRC	n/a	1.69824365246175	IC50	
ceritinib	TSSK1	n/a	0.022999993566538	IC50	
ceritinib	VGFR2	n/a	4.16869383470335	IC50	
ceritinib	ZAP70	n/a	9.77237220955811	IC50	
cobimetinib	MP2K1	n/a	0.000900000407957	IC50	
cobimetinib	MP2K2	n/a	0.199526231496888	IC50	
copanlisib	PK3CA	n/a	0.000499999811956	IC50	
copanlisib	PK3CB	n/a	0.003700002510468	IC50	
copanlisib	PK3CD	n/a	0.00070000073413	IC50	
copanlisib	PK3CG	n/a	0.006400000387885	IC50	
crizotinib	AAK1	n/a	2.29086765276777	Kd	
crizotinib	AAPK1	n/a	2.39883291901949	Kd	
crizotinib	ABL1	n/a	0.01	Kd	
crizotinib	ABL2	n/a	0.457088189614875	Kd	
crizotinib	ACK1	n/a	0.758577575029183	Kd	
crizotinib	ACV1B	n/a	0.851138038202376	Kd	
crizotinib	ACVR1	n/a	0.436515832240166	Kd	
crizotinib	ANKK1	n/a	0.776247116628691	Kd	
crizotinib	AURKA	n/a	0.257039578276886	Kd	
crizotinib	AURKB	n/a	0.075857757502918	Kd	
crizotinib	AURKC	n/a	4.26579518801593	Kd	
crizotinib	BLK	n/a	0.109647819614318	Kd	
crizotinib	BMP2K	n/a	0.741310241300918	Kd	
crizotinib	BMR1B	n/a	0.229086765276777	Kd	
crizotinib	BMX	n/a	3.63078054770101	Kd	
crizotinib	BTK	n/a	7.76247116628691	Kd	
crizotinib	CD11A	n/a	0.416869383470335	Kd	
crizotinib	CD11B	n/a	0.758577575029183	Kd	
crizotinib	CDK7	n/a	0.331131121482591	Kd	
crizotinib	CDKL2	n/a	2.08929613085404	Kd	
crizotinib	COQ8B	n/a	1.09647819614319	Kd	
crizotinib	CSF1R	n/a	0.208929613085404	Kd	
crizotinib	CSKP	n/a	0.141253754462276	Kd	
crizotinib	DCLK1	n/a	0.331131121482591	Kd	
crizotinib	DCLK2	n/a	0.371535229097173	Kd	
crizotinib	DDR1	n/a	0.512861383991365	Kd	
crizotinib	DMPK	n/a	1.41253754462276	Kd	
crizotinib	DUSTY	n/a	0.446683592150963	Kd	
crizotinib	DYRK2	n/a	3.98107170553497	Kd	
crizotinib	E2AK2	n/a	1.09647819614319	Kd	
crizotinib	EGFR	n/a	2.69153480392691	Kd	
crizotinib	EPHA1	n/a	0.141253754462276	Kd	
crizotinib	EPHA2	n/a	0.1	Kd	
crizotinib	EPHA3	n/a	0.707945784384137	Kd	
crizotinib	EPHA4	n/a	0.363078054770101	Kd	
crizotinib	EPHA5	n/a	1	Kd	
crizotinib	EPHA6	n/a	0.064565422903466	Kd	
crizotinib	EPHA7	n/a	0.467735141287198	Kd	
crizotinib	EPHA8	n/a	0.281838293126445	Kd	
crizotinib	EPHB1	n/a	0.120226443461741	Kd	
crizotinib	EPHB4	n/a	0.575439937337157	Kd	
crizotinib	EPHB6	n/a	0.006025595860744	Kd	
crizotinib	FAK1	n/a	0.309029543251359	Kd	
crizotinib	FAK2	n/a	0.190546071796325	Kd	
crizotinib	FER	n/a	0.269153480392691	Kd	
crizotinib	FES	n/a	0.446683592150963	Kd	
crizotinib	FGFR3	n/a	2.69153480392691	Kd	
crizotinib	FGR	n/a	0.676082975391982	Kd	
crizotinib	FLT3	n/a	0.208929613085404	Kd	
crizotinib	FRK	n/a	2.88403150312661	Kd	
crizotinib	FYN	n/a	1.28824955169314	Kd	
crizotinib	GRK4	n/a	4.16869383470335	Kd	
crizotinib	HIPK4	n/a	3.63078054770101	Kd	
crizotinib	IGF1R	n/a	0.776247116628691	Kd	
crizotinib	IKKB	n/a	5.49540873857625	Kd	
crizotinib	IKKE	n/a	0.707945784384137	Kd	
crizotinib	INSR	n/a	0.338844156139203	Kd	
crizotinib	INSRR	n/a	0.602559586074358	Kd	
crizotinib	IRAK1	n/a	0.048977881936845	Kd	
crizotinib	IRAK3	n/a	0.030902954325136	Kd	
crizotinib	IRAK4	n/a	3.63078054770101	Kd	
crizotinib	ITK	n/a	1.99526231496888	Kd	
crizotinib	JAK1	n/a	0.331131121482591	Kd	
crizotinib	JAK2	n/a	0.288403150312661	Kd	
crizotinib	JAK3	n/a	0.199526231496888	Kd	
crizotinib	KIT	n/a	0.794328234724282	Kd	
crizotinib	KKCC2	n/a	1.51356124843621	Kd	
crizotinib	KPCD1	n/a	1	Kd	
crizotinib	KPCD3	n/a	0.512861383991365	Kd	
crizotinib	KS6B1	n/a	0.645654229034655	Kd	
crizotinib	KSYK	n/a	2.51188643150958	Kd	
crizotinib	LCK	n/a	0.03019951720402	Kd	
crizotinib	LIMK1	n/a	0.831763771102671	Kd	
crizotinib	LIMK2	n/a	0.691830970918936	Kd	
crizotinib	LTK	n/a	0.012022644346174	Kd	
crizotinib	LYN	n/a	0.93325430079699	Kd	
crizotinib	M3K1	n/a	1.09647819614319	Kd	
crizotinib	M3K12	n/a	0.169824365246175	Kd	
crizotinib	M3K13	n/a	0.229086765276777	Kd	
crizotinib	M3K15	n/a	2.81838293126445	Kd	
crizotinib	M3K19	n/a	0.977237220955811	Kd	
crizotinib	M3K2	n/a	0.072443596007499	Kd	
crizotinib	M3K3	n/a	0.109647819614318	Kd	
crizotinib	M3K7	n/a	1.81970085860998	Kd	
crizotinib	M4K1	n/a	0.038904514499428	Kd	
crizotinib	M4K2	n/a	0.079432823472428	Kd	
crizotinib	M4K3	n/a	0.075857757502918	Kd	
crizotinib	M4K5	n/a	0.079432823472428	Kd	
crizotinib	MERTK	n/a	0.003630780547701	Kd	
crizotinib	MINK1	n/a	4.36515832240166	Kd	
crizotinib	MK07	n/a	0.512861383991365	Kd	
crizotinib	MP2K3	n/a	3.31131121482591	Kd	
crizotinib	MUSK	n/a	0.229086765276777	Kd	
crizotinib	NEK7	n/a	5.75439937337157	Kd	
crizotinib	NEK9	n/a	0.794328234724282	Kd	
crizotinib	NIM1	n/a	4.57088189614875	Kd	
crizotinib	NTRK1	n/a	0.095499258602144	Kd	
crizotinib	NTRK2	n/a	0.037153522909717	Kd	
crizotinib	NTRK3	n/a	0.08128305161641	Kd	
crizotinib	NUAK2	n/a	0.120226443461741	Kd	
crizotinib	PI51A	n/a	3.23593656929628	Kd	
crizotinib	PLK4	n/a	0.060255958607436	Kd	
crizotinib	RET	n/a	1.28824955169314	Kd	
crizotinib	RIOK1	n/a	6.16595001861482	Kd	
crizotinib	RIOK3	n/a	3.98107170553497	Kd	
crizotinib	RIPK1	n/a	1.58489319246111	Kd	
crizotinib	RIPK2	n/a	0.891250938133746	Kd	
crizotinib	RIPK4	n/a	2.08929613085404	Kd	
crizotinib	ROCK1	n/a	3.71535229097173	Kd	
crizotinib	ROCK2	n/a	3.31131121482591	Kd	
crizotinib	RON	n/a	0.025118864315096	Kd	
crizotinib	SBK1	n/a	1.28824955169314	Kd	
crizotinib	SBK3	n/a	0.239883291901949	Kd	
crizotinib	SIK2	n/a	0.199526231496888	Kd	
crizotinib	SLK	n/a	0.0181970085861	Kd	
crizotinib	SRC	n/a	0.562341325190349	Kd	
crizotinib	SRPK1	n/a	1.81970085860998	Kd	
crizotinib	SRPK3	n/a	8.128305161641	Kd	
crizotinib	STK10	n/a	0.043651583224017	Kd	
crizotinib	STK26	n/a	2.81838293126445	Kd	
crizotinib	STK3	n/a	1	Kd	
crizotinib	STK35	n/a	0.616595001861482	Kd	
crizotinib	STK4	n/a	0.575439937337157	Kd	
crizotinib	TAOK1	n/a	1.20226443461741	Kd	
crizotinib	TAOK2	n/a	0.891250938133746	Kd	
crizotinib	TAOK3	n/a	0.489778819368447	Kd	
crizotinib	TBK1	n/a	0.691830970918936	Kd	
crizotinib	TESK1	n/a	0.380189396320561	Kd	
crizotinib	TGFR1	n/a	1	Kd	
crizotinib	TIE1	n/a	0.109647819614318	Kd	
crizotinib	TIE2	n/a	0.269153480392691	Kd	
crizotinib	TNI3K	n/a	0.109647819614318	Kd	
crizotinib	TNK1	n/a	0.323593656929628	Kd	
crizotinib	TXK	n/a	0.851138038202376	Kd	
crizotinib	TYK2	n/a	0.208929613085404	Kd	
crizotinib	TYRO3	n/a	0.794328234724282	Kd	
crizotinib	UFO	n/a	0.007762471166287	Kd	
crizotinib	ULK1	n/a	1	Kd	
crizotinib	ULK2	n/a	1.58489319246111	Kd	
crizotinib	ULK3	n/a	6.76082975391982	Kd	
crizotinib	VGFR1	n/a	2.29086765276777	Kd	
crizotinib	YES	n/a	0.776247116628691	Kd	
crizotinib	ZAP70	n/a	4.16869383470335	Kd	
dabrafenib	ARAF	n/a	0.025703957827689	IC50	
dabrafenib	RAF1	n/a	0.151356124843621	IC50	
dabrafenib	TGFR1	n/a	3.71535229097173	IC50	
dasatinib	ABL2	n/a	0.000169824365246	Kd	
dasatinib	ACK1	n/a	0.005623413251903	Kd	
dasatinib	ACV1B	n/a	0.331131121482591	Kd	
dasatinib	ACVL1	n/a	0.457088189614875	Kd	
dasatinib	ACVR1	n/a	0.616595001861482	Kd	
dasatinib	AURKA	n/a	9.33254300796991	Kd	
dasatinib	AURKB	n/a	6.45654229034655	IC50	
dasatinib	AVR2A	n/a	0.208929613085404	Kd	
dasatinib	AVR2B	n/a	0.575439937337157	Kd	
dasatinib	BMR1A	n/a	7.07945784384137	Kd	
dasatinib	BMR1B	n/a	0.052480746024977	Kd	
dasatinib	BMX	n/a	0.001412537544623	Kd	
dasatinib	BRAF	n/a	0.501187233627272	Kd	
dasatinib	BTK	n/a	0.001412537544623	Kd	
dasatinib	COQ8A	n/a	0.190546071796325	Kd	
dasatinib	CSF1R	n/a	0.000575439937337	Kd	
dasatinib	CSK	n/a	0.001	Kd	
dasatinib	DDR1	n/a	0.000691830970919	Kd	
dasatinib	DDR2	n/a	0.003019951720402	Kd	
dasatinib	DMPK	n/a	1.28824955169314	Kd	
dasatinib	E2AK4	n/a	1.58489319246111	Kd	
dasatinib	EGFR	n/a	0.079432823472428	Kd	
dasatinib	EPHA1	n/a	0.004073802778041	Kd	
dasatinib	EPHA3	n/a	9.33254300796992E-05	Kd	
dasatinib	EPHA4	n/a	0.001202264434617	Kd	
dasatinib	EPHA5	n/a	0.000239883291902	Kd	
dasatinib	EPHA6	n/a	2.08929613085404	Kd	
dasatinib	EPHA8	n/a	0.000239883291902	Kd	
dasatinib	EPHB1	n/a	0.000446683592151	Kd	
dasatinib	EPHB2	n/a	0.000389045144994	Kd	
dasatinib	EPHB3	n/a	0.006918309709189	Kd	
dasatinib	EPHB4	n/a	0.000338844156139	Kd	
dasatinib	EPHB6	n/a	3.8904514499428E-05	Kd	
dasatinib	ERBB2	n/a	1.41253754462276	Kd	
dasatinib	ERBB3	n/a	0.0181970085861	Kd	
dasatinib	ERBB4	n/a	0.054954087385763	Kd	
dasatinib	FGFR1	n/a	3.71535229097173	Kd	
dasatinib	FGFR2	n/a	1.41253754462276	Kd	
dasatinib	FGFR3	n/a	3.89045144994281	Kd	
dasatinib	FLT3	n/a	3.23593656929628	Kd	
dasatinib	GAK	n/a	0.002570395782769	Kd	
dasatinib	JAK2	n/a	1	Kd	
dasatinib	JAK3	n/a	0.645654229034655	Kd	
dasatinib	KC1E	n/a	1.51356124843621	Kd	
dasatinib	KSYK	n/a	2.88403150312661	Kd	
dasatinib	LIMK1	n/a	0.575439937337157	Kd	
dasatinib	LIMK2	n/a	0.085113803820238	Kd	
dasatinib	M3K13	n/a	5.24807460249772	Kd	
dasatinib	M3K19	n/a	0.079432823472428	Kd	
dasatinib	M3K2	n/a	0.141253754462276	Kd	
dasatinib	M3K3	n/a	0.281838293126445	Kd	
dasatinib	M3K4	n/a	0.309029543251359	Kd	
dasatinib	M3K7	n/a	3.71535229097173	Kd	
dasatinib	M4K1	n/a	0.977237220955811	Kd	
dasatinib	M4K2	n/a	1.28824955169314	Kd	
dasatinib	M4K3	n/a	0.645654229034655	Kd	
dasatinib	M4K4	n/a	3.09029543251359	Kd	
dasatinib	M4K5	n/a	0.044668359215096	Kd	
dasatinib	MINK1	n/a	0.426579518801593	Kd	
dasatinib	MK11	n/a	0.407380277804113	Kd	
dasatinib	MK14	n/a	0.026915348039269	Kd	
dasatinib	MLTK	n/a	0.044668359215096	Kd	
dasatinib	MP2K1	n/a	1	Kd	
dasatinib	MP2K2	n/a	1.41253754462276	Kd	
dasatinib	MP2K5	n/a	0.003311311214826	Kd	
dasatinib	MRCKA	n/a	1.99526231496888	Kd	
dasatinib	MRCKB	n/a	2.08929613085404	Kd	
dasatinib	MRCKG	n/a	1.20226443461741	Kd	
dasatinib	MTOR	n/a	34.6736850452532	IC50	
dasatinib	MYLK2	n/a	3.46736850452532	Kd	
dasatinib	NEK11	n/a	0.467735141287198	Kd	
dasatinib	NEK2	n/a	6.45654229034655	Kd	
dasatinib	NLK	n/a	0.257039578276886	Kd	
dasatinib	PGFRA	n/a	0.000467735141287	Kd	
dasatinib	PGFRB	n/a	0.00063095734448	Kd	
dasatinib	PK3CA	n/a	38.0189396320561	IC50	
dasatinib	PK3CD	n/a	30.1995172040202	IC50	
dasatinib	PMYT1	n/a	0.128824955169314	Kd	
dasatinib	PTK6	n/a	0.007762471166287	Kd	
dasatinib	RAF1	n/a	0.575439937337157	Kd	
dasatinib	RET	n/a	0.38904514499428	Kd	
dasatinib	RIPK2	n/a	0.030902954325136	Kd	
dasatinib	SBK1	n/a	1.20226443461741	Kd	
dasatinib	SIK1	n/a	0.003890451449943	Kd	
dasatinib	SIK2	n/a	0.006456542290347	Kd	
dasatinib	SIK3	n/a	0.028183829312645	Kd	
dasatinib	SLK	n/a	0.724435960074991	Kd	
dasatinib	SRMS	n/a	0.012882495516931	Kd	
dasatinib	STK10	n/a	1.20226443461741	Kd	
dasatinib	STK25	n/a	3.38844156139203	Kd	
dasatinib	STK26	n/a	1.90546071796325	Kd	
dasatinib	STK35	n/a	0.776247116628691	Kd	
dasatinib	STK36	n/a	0.208929613085404	Kd	
dasatinib	STK4	n/a	3.80189396320561	Kd	
dasatinib	TAOK2	n/a	5.37031796370253	Kd	
dasatinib	TAOK3	n/a	2.29086765276777	Kd	
dasatinib	TEC	n/a	0.012882495516931	Kd	
dasatinib	TESK1	n/a	0.033113112148259	Kd	
dasatinib	TGFR1	n/a	0.229086765276777	Kd	
dasatinib	TGFR2	n/a	2.88403150312661	Kd	
dasatinib	TNI3K	n/a	0.010964781961432	Kd	
dasatinib	TNIK	n/a	1.99526231496888	Kd	
dasatinib	TXK	n/a	0.002089296130854	Kd	
dasatinib	TYK2	n/a	0.109647819614318	Kd	
dasatinib	ULK3	n/a	4.57088189614875	Kd	
dasatinib	VGFR1	n/a	5.01187233627272	Kd	
dasatinib	VGFR2	n/a	2.88403150312661	Kd	
dasatinib	VRK2	n/a	3.23593656929628	Kd	
dasatinib	WEE1	n/a	7.07945784384137	Kd	
dasatinib	WEE2	n/a	0.199526231496888	Kd	
dasatinib	YES	n/a	0.00030199517204	Kd	
duvelisib	PK3CD	n/a	2.30000002109061E-05	Kd	
duvelisib	PK3CG	n/a	0.000240000000159	Kd	
encorafenib	RAF1	n/a	0.000299999824046	IC50	
entrectinib	ACK1	n/a	0.070794578438414	IC50	
entrectinib	JAK2	n/a	0.03981071705535	IC50	
erdafitinib	VGFR2	n/a	0.036795948301479	IC50	
erlotinib	AAK1	n/a	1.20226443461741	Kd	
erlotinib	ABL1	n/a	0.057543993733716	Kd	
erlotinib	ABL2	n/a	0.199526231496888	Kd	
erlotinib	ALK	n/a	1.20226443461741	Kd	
erlotinib	AURKA	n/a	2.18776162394955	Kd	
erlotinib	AURKB	n/a	1.41253754462276	Kd	
erlotinib	AURKC	n/a	0.602559586074358	Kd	
erlotinib	BLK	n/a	0.190546071796325	Kd	
erlotinib	BMP2K	n/a	1.20226443461741	Kd	
erlotinib	COQ8A	n/a	1.90546071796325	Kd	
erlotinib	COQ8B	n/a	2.51188643150958	Kd	
erlotinib	CSK	n/a	9.54992586021437	Kd	
erlotinib	CTRO	n/a	0.676082975391982	Kd	
erlotinib	DAPK3	n/a	6.02559586074358	Kd	
erlotinib	DDR1	n/a	0.794328234724282	Kd	
erlotinib	DMPK	n/a	2.88403150312661	Kd	
erlotinib	DYRK2	n/a	1.28824955169314	Kd	
erlotinib	E2AK2	n/a	1.28824955169314	Kd	
erlotinib	E2AK4	n/a	4.36515832240166	Kd	
erlotinib	EPHA3	n/a	2.39883291901949	Kd	
erlotinib	EPHA5	n/a	0.707945784384137	Kd	
erlotinib	EPHA6	n/a	0.436515832240166	Kd	
erlotinib	EPHA7	n/a	1.41253754462276	Kd	
erlotinib	EPHA8	n/a	0.93325430079699	Kd	
erlotinib	EPHB1	n/a	1.09647819614319	Kd	
erlotinib	EPHB4	n/a	2.18776162394955	Kd	
erlotinib	EPHB6	n/a	1.69824365246175	Kd	
erlotinib	ERBB2	n/a	2.88403150312661	Kd	
erlotinib	ERBB3	n/a	1.09647819614319	Kd	
erlotinib	ERBB4	n/a	0.229086765276777	Kd	
erlotinib	FGFR2	n/a	1.90546071796325	Kd	
erlotinib	FGR	n/a	1.09647819614319	Kd	
erlotinib	FLT3	n/a	0.128824955169314	Kd	
erlotinib	FRK	n/a	1.99526231496888	Kd	
erlotinib	GAK	n/a	0.003090295432514	Kd	
erlotinib	GRK4	n/a	7.24435960074991	Kd	
erlotinib	HCK	n/a	1.81970085860998	Kd	
erlotinib	HIPK4	n/a	0.954992586021437	Kd	
erlotinib	JAK2	n/a	3.71535229097173	Kd	
erlotinib	JAK3	n/a	0.707945784384137	Kd	
erlotinib	KC1D	n/a	3.46736850452532	Kd	
erlotinib	KC1E	n/a	0.501187233627272	Kd	
erlotinib	KCC2D	n/a	6.45654229034655	Kd	
erlotinib	KIT	n/a	1.28824955169314	Kd	
erlotinib	KS6A4	n/a	7.07945784384137	Kd	
erlotinib	LCK	n/a	0.251188643150958	Kd	
erlotinib	LRRK2	n/a	2.88403150312661	Kd	
erlotinib	LTK	n/a	0.891250938133746	Kd	
erlotinib	LYN	n/a	0.524807460249772	Kd	
erlotinib	M3K19	n/a	0.025118864315096	Kd	
erlotinib	M3K2	n/a	2.51188643150958	Kd	
erlotinib	M3K3	n/a	2.29086765276777	Kd	
erlotinib	MERTK	n/a	0.977237220955811	Kd	
erlotinib	MET	n/a	1.09647819614319	Kd	
erlotinib	MINK1	n/a	1.28824955169314	Kd	
erlotinib	MK04	n/a	2.51188643150958	Kd	
erlotinib	MK09	n/a	1.99526231496888	Kd	
erlotinib	MK10	n/a	4.26579518801593	Kd	
erlotinib	MKNK1	n/a	0.691830970918936	Kd	
erlotinib	MKNK2	n/a	1	Kd	
erlotinib	MP2K5	n/a	0.095499258602144	Kd	
erlotinib	MRCKG	n/a	3.38844156139203	Kd	
erlotinib	MYLK2	n/a	0.977237220955811	Kd	
erlotinib	PGFRA	n/a	1.81970085860998	Kd	
erlotinib	PGFRB	n/a	1.41253754462276	Kd	
erlotinib	PI42C	n/a	1	Kd	
erlotinib	PLK4	n/a	1.90546071796325	Kd	
erlotinib	RET	n/a	0.331131121482591	Kd	
erlotinib	RIPK2	n/a	0.407380277804113	Kd	
erlotinib	RIPK4	n/a	4.89778819368447	Kd	
erlotinib	SBK1	n/a	1.20226443461741	Kd	
erlotinib	SIK2	n/a	2.57039578276887	Kd	
erlotinib	SLK	n/a	0.025703957827689	Kd	
erlotinib	SRC	n/a	0.707945784384137	Kd	
erlotinib	SRPK3	n/a	8.31763771102671	Kd	
erlotinib	ST17A	n/a	6.30957344480193	Kd	
erlotinib	ST17B	n/a	9.33254300796991	Kd	
erlotinib	STK10	n/a	0.019054607179633	Kd	
erlotinib	STK36	n/a	4.36515832240166	Kd	
erlotinib	TBK1	n/a	3.09029543251359	Kd	
erlotinib	TIE1	n/a	0.851138038202376	Kd	
erlotinib	TNI3K	n/a	0.575439937337157	Kd	
erlotinib	TNIK	n/a	4.46683592150963	Kd	
erlotinib	TNK1	n/a	0.630957344480193	Kd	
erlotinib	TTK	n/a	3.71535229097173	Kd	
erlotinib	TXK	n/a	3.80189396320561	Kd	
erlotinib	TYK2	n/a	2.39883291901949	Kd	
erlotinib	TYRO3	n/a	3.89045144994281	Kd	
erlotinib	UFO	n/a	3.98107170553497	Kd	
erlotinib	ULK3	n/a	0.91201083935591	Kd	
erlotinib	VGFR1	n/a	4.36515832240166	Kd	
erlotinib	VGFR2	n/a	5.75439937337157	Kd	
erlotinib	VGFR3	n/a	2.08929613085404	Kd	
erlotinib	YES	n/a	2.18776162394955	Kd	
fedratinib	FLT3	n/a	0.015135612484362	IC50	
fedratinib	JAK1	n/a	0.107151930523761	IC50	
fedratinib	JAK3	n/a	1.02329299228075	IC50	
fedratinib	TYK2	n/a	0.407380277804113	IC50	
fostamatinib	KSYK	n/a	0.041000000026459	IC50	
gefitinib	ABL1	n/a	0.229086765276777	Kd	
gefitinib	ABL2	n/a	1.58489319246111	Kd	
gefitinib	BLK	n/a	1.20226443461741	Kd	
gefitinib	CDK7	n/a	0.616595001861482	Kd	
gefitinib	CHK2	n/a	0.794328234724282	Kd	
gefitinib	CTRO	n/a	1.28824955169314	Kd	
gefitinib	DAPK3	n/a	5.75439937337157	Kd	
gefitinib	DCLK3	n/a	2.88403150312661	Kd	
gefitinib	DMPK	n/a	6.91830970918936	Kd	
gefitinib	EPHA1	n/a	3.98107170553497	Kd	
gefitinib	EPHA3	n/a	5.49540873857625	Kd	
gefitinib	EPHA5	n/a	1.51356124843621	Kd	
gefitinib	EPHA6	n/a	0.588843655355588	Kd	
gefitinib	EPHA8	n/a	1.81970085860998	Kd	
gefitinib	EPHB1	n/a	1.28824955169314	Kd	
gefitinib	EPHB4	n/a	2.51188643150958	Kd	
gefitinib	EPHB6	n/a	3.23593656929628	Kd	
gefitinib	ERBB2	n/a	1.09647819614319	Kd	
gefitinib	ERBB3	n/a	0.794328234724282	Kd	
gefitinib	ERBB4	n/a	0.407380277804113	Kd	
gefitinib	FGR	n/a	2.57039578276887	Kd	
gefitinib	FLT3	n/a	1	Kd	
gefitinib	FRK	n/a	1.99526231496888	Kd	
gefitinib	GAK	n/a	0.007079457843841	Kd	
gefitinib	HCK	n/a	4.36515832240166	Kd	
gefitinib	HIPK4	n/a	0.309029543251359	Kd	
gefitinib	IRAK1	n/a	0.069183097091894	Kd	
